"","barcode","genotype","genotype_name","treatment","replicate","day","timestamp","height_cm","height_pixels","height_above_reference_cm","height_above_reference_pixels","area_cm2","area_pixels","width_pixels","width_cm","hue_circular_mean_degrees"
"1","Ea001AA114179","G1","b73","Control",1,0,"2022-06-08T14:10:01.925000Z",7.32307692307692,238,6.24615384615385,203,6.62390532544379,6996.5,216,6.64615384615385,86.1921799737117
"2","Ea001AA114179","G1","b73","Control",1,1,"2022-06-09T14:33:56.138000Z",11.8153846153846,384,10.6769230769231,347,10.3001183431953,10879.5,297,9.13846153846154,85.1925519537113
"3","Ea001AA114179","G1","b73","Control",1,2,"2022-06-10T14:25:58.404000Z",16,520,15.5384615384615,505,13.7188165680473,14490.5,367,11.2923076923077,86.3039865934637
"4","Ea001AA114179","G1","b73","Control",1,3,"2022-06-11T12:44:32.271000Z",16.4307692307692,534,16.3076923076923,530,17.2373964497041,18207,595,18.3076923076923,86.9510146741105
"5","Ea001AA114179","G1","b73","Control",1,4,"2022-06-12T12:36:42.150000Z",19.8461538461538,645,19.7230769230769,641,22.1770414201183,23424.5,677,20.8307692307692,86.5652950059411
"6","Ea001AA114179","G1","b73","Control",1,5,"2022-06-13T13:00:14.340000Z",25.9692307692308,844,25.9384615384615,843,28.3512426035503,29946,643,19.7846153846154,87.9584033715687
"7","Ea001AA114179","G1","b73","Control",1,6,"2022-06-14T12:52:21.827000Z",28.5230769230769,927,28.1538461538462,915,38.3162130177515,40471.5,944,29.0461538461538,88.3998051642849
"8","Ea001AA114179","G1","b73","Control",1,7,"2022-06-15T13:15:57.271000Z",28.2461538461538,918,27.8461538461538,905,44.3848520710059,46881.5,1023,31.4769230769231,88.3568720975852
"9","Ea001AA114179","G1","b73","Control",1,8,"2022-06-16T13:08:05.591000Z",29.4461538461538,957,28.9538461538462,941,49.1095857988166,51872,1005,30.9230769230769,89.3993465941313
"10","Ea001AA114179","G1","b73","Control",1,9,"2022-06-17T13:08:00.073000Z",30.0307692307692,976,29.8153846153846,969,54.8411834319527,57926,1157,35.6,89.5123800417851
"11","Ea001AA114179","G1","b73","Control",1,10,"2022-06-18T13:08:14.613000Z",37.0461538461538,1204,36.8615384615385,1198,75.2421301775148,79474.5,1096,33.7230769230769,89.8242748686406
"12","Ea001AA114179","G1","b73","Control",1,11,"2022-06-19T14:14:32.253000Z",35.5076923076923,1154,35.0769230769231,1140,86.8463905325444,91731.5,1391,42.8,90.2780014726459
"13","Ea001AA114179","G1","b73","Control",1,12,"2022-06-20T13:08:08.725000Z",41.7846153846154,1358,39.0153846153846,1268,108.505562130177,114609,1452,44.6769230769231,90.3868074910565
"14","Ea001AA114180","G1","b73","Control",2,0,"2022-06-08T15:58:54.218000Z",7.38461538461539,240,6.30769230769231,205,7.09065088757396,7489.5,283,8.70769230769231,87.8756801400559
"15","Ea001AA114180","G1","b73","Control",2,1,"2022-06-09T15:51:16.044000Z",12.7076923076923,413,11.6615384615385,379,9.54556213017751,10082.5,399,12.2769230769231,86.3805081095593
"16","Ea001AA114180","G1","b73","Control",2,2,"2022-06-10T16:14:40.480000Z",16.9846153846154,552,16.0615384615385,522,15.5289940828402,16402.5,553,17.0153846153846,87.8615555865384
"17","Ea001AA114180","G1","b73","Control",2,3,"2022-06-11T16:06:50.834000Z",17.0153846153846,553,16.1538461538462,525,21.6312426035503,22848,693,21.3230769230769,87.6496657960323
"18","Ea001AA114180","G1","b73","Control",2,4,"2022-06-12T16:30:26.807000Z",23.2615384615385,756,22.4307692307692,729,24.6461538461538,26032.5,903,27.7846153846154,88.9599935471522
"19","Ea001AA114180","G1","b73","Control",2,5,"2022-06-13T16:22:50.109000Z",28.5538461538462,928,27.7230769230769,901,37.2923076923077,39390,897,27.6,89.4877942539891
"20","Ea001AA114180","G1","b73","Control",2,6,"2022-06-14T16:46:20.299000Z",26.1538461538462,850,25.0769230769231,815,47.1285207100592,49779.5,1341,41.2615384615385,89.8661416431142
"21","Ea001AA114180","G1","b73","Control",2,7,"2022-06-15T16:38:30.369000Z",29.2,949,28.1230769230769,914,58.6575147928994,61957,1431,44.0307692307692,91.1685081185081
"22","Ea001AA114180","G1","b73","Control",2,8,"2022-06-16T17:01:59.611000Z",32.2769230769231,1049,31.3538461538462,1019,73.6639053254438,77807.5,1635,50.3076923076923,92.0237987539631
"23","Ea001AA114180","G1","b73","Control",2,9,"2022-06-17T17:01:36.387000Z",37.5692307692308,1221,37.1076923076923,1206,97.5801183431953,103069,1781,54.8,92.4255213415713
"24","Ea001AA114180","G1","b73","Control",2,10,"2022-06-18T19:25:10.439000Z",37.7538461538461,1227,37.5692307692308,1221,126.059171597633,133150,1777,54.6769230769231,93.5657048514894
"25","Ea001AA114180","G1","b73","Control",2,11,"2022-06-19T17:48:16.655000Z",39.2,1274,38.8923076923077,1264,142.512662721893,150529,1878,57.7846153846154,93.5802603011471
"26","Ea001AA114180","G1","b73","Control",2,12,"2022-06-20T17:02:01.622000Z",41.3538461538462,1344,40.6153846153846,1320,156.649940828402,165461.5,1993,61.3230769230769,94.6395899770547
"27","Ea001AA114181","G1","b73","Control",3,0,"2022-06-08T19:08:40.667000Z",7.23076923076923,235,6.61538461538461,215,5.63266272189349,5949.5,246,7.56923076923077,87.8017746630895
"28","Ea001AA114181","G1","b73","Control",3,1,"2022-06-09T19:32:29.067000Z",11.5076923076923,374,11.0461538461538,359,7.64118343195266,8071,375,11.5384615384615,86.7552326318034
"29","Ea001AA114181","G1","b73","Control",3,2,"2022-06-10T19:24:14.479000Z",15.4769230769231,503,15.2923076923077,497,12.3294674556213,13023,461,14.1846153846154,86.8369514979689
"30","Ea001AA114181","G1","b73","Control",3,3,"2022-06-11T17:42:36.465000Z",15.2307692307692,495,15.0461538461538,489,17.8788165680473,18884.5,713,21.9384615384615,86.5193101753609
"31","Ea001AA114181","G1","b73","Control",3,4,"2022-06-12T17:34:46.745000Z",20.0923076923077,653,19.8461538461538,645,20.4482840236686,21598.5,782,24.0615384615385,87.3515517102277
"32","Ea001AA114181","G1","b73","Control",3,5,"2022-06-13T17:58:23.144000Z",23.7846153846154,773,23.6307692307692,768,27.2908875739645,28826,818,25.1692307692308,88.5836071074242
"33","Ea001AA114181","G1","b73","Control",3,6,"2022-06-14T17:50:28.530000Z",23.5384615384615,765,23.1692307692308,753,33.1536094674556,35018.5,1077,33.1384615384615,88.4661230520105
"34","Ea001AA114181","G1","b73","Control",3,7,"2022-06-15T18:13:59.361000Z",28.9230769230769,940,28.4615384615385,925,40.7455621301775,43037.5,1262,38.8307692307692,88.706436594106
"35","Ea001AA114181","G1","b73","Control",3,8,"2022-06-16T18:06:11.706000Z",32.6769230769231,1062,31.7230769230769,1031,53.4641420118343,56471.5,1139,35.0461538461538,89.5895480293766
"36","Ea001AA114181","G1","b73","Control",3,9,"2022-06-17T18:06:08.653000Z",32.4307692307692,1054,31.4461538461538,1022,69.7514792899408,73675,1311,40.3384615384615,90.4027087741619
"37","Ea001AA114181","G1","b73","Control",3,10,"2022-06-18T20:11:02.697000Z",30.6769230769231,997,30.4,988,94.4463905325444,99759,1671,51.4153846153846,91.5676944550823
"38","Ea001AA114181","G1","b73","Control",3,11,"2022-06-19T18:33:12.429000Z",31.7538461538462,1032,31.0769230769231,1010,106.912662721893,112926.5,1681,51.7230769230769,91.4181565088842
"39","Ea001AA114181","G1","b73","Control",3,12,"2022-06-20T18:06:14.701000Z",41.4461538461538,1347,40.7692307692308,1325,131.576804733728,138978,1751,53.8769230769231,91.285948775312
"40","Ea001AA114182","G1","b73","Control",4,0,"2022-06-08T21:47:34.298000Z",6.86153846153846,223,5.87692307692308,191,6.13349112426035,6478.5,251,7.72307692307692,86.6899198272056
"41","Ea001AA114182","G1","b73","Control",4,1,"2022-06-09T22:20:45.017000Z",13.4153846153846,436,12.4,403,10.989349112426,11607.5,365,11.2307692307692,86.140426269105
"42","Ea001AA114182","G1","b73","Control",4,2,"2022-06-10T22:00:07.639000Z",18.2153846153846,592,17.2615384615385,561,18.2139644970414,19238.5,501,15.4153846153846,87.5313913729295
"43","Ea001AA114182","G1","b73","Control",4,3,"2022-06-11T22:23:49.832000Z",17.5076923076923,569,16.6461538461538,541,25.1218934911243,26535,703,21.6307692307692,88.5275482224259
"44","Ea001AA114182","G1","b73","Control",4,4,"2022-06-12T22:16:05.513000Z",21.4461538461538,697,20.4615384615385,665,30.2613017751479,31963.5,841,25.8769230769231,89.692216662689
"45","Ea001AA114182","G1","b73","Control",4,5,"2022-06-13T23:56:47.469000Z",21.0153846153846,683,20.1230769230769,654,35.6478106508876,37653,1156,35.5692307692308,89.7525080415919
"46","Ea001AA114182","G1","b73","Control",4,6,"2022-06-14T22:32:02.634000Z",25.8461538461538,840,24.8,806,38.9647337278106,41156.5,1418,43.6307692307692,90.0432808082595
"47","Ea001AA114182","G1","b73","Control",4,7,"2022-06-15T22:55:37.134000Z",27.2923076923077,887,26.3076923076923,855,48.64,51376,1467,45.1384615384615,91.545382915794
"48","Ea001AA114182","G1","b73","Control",4,8,"2022-06-16T22:57:15.344000Z",30.1538461538462,980,28.9230769230769,940,64.5244970414201,68154,1475,45.3846153846154,92.0732500394876
"49","Ea001AA114182","G1","b73","Control",4,9,"2022-06-17T22:47:58.936000Z",33.3538461538462,1084,31.6923076923077,1030,92.7715976331361,97990,1456,44.8,91.2114615602328
"50","Ea001AA114182","G1","b73","Control",4,11,"2022-06-19T00:33:40.843000Z",40.9538461538462,1331,33.9384615384615,1103,107.747692307692,113808.5,1486,45.7230769230769,92.1187762340619
"51","Ea001AA114182","G1","b73","Control",4,12,"2022-06-20T00:06:32.980000Z",41.4153846153846,1346,34.3384615384615,1116,106.147692307692,112118.5,1871,57.5692307692308,91.4346701830643
"52","Ea001AA114182","G1","b73","Control",4,12,"2022-06-20T22:47:40.628000Z",41.1076923076923,1336,34.6769230769231,1127,129.98674556213,137298.5,1615,49.6923076923077,91.6122098904592
"53","Ea001AA114183","G1","b73","Control",5,0,"2022-06-08T21:44:58.265000Z",7.38461538461539,240,6.55384615384615,213,5.0792899408284,5365,182,5.6,87.4029056002307
"54","Ea001AA114183","G1","b73","Control",5,1,"2022-06-09T22:18:07.550000Z",10.7692307692308,350,9.93846153846154,323,9.45940828402367,9991.5,395,12.1538461538462,87.6361225074929
"55","Ea001AA114183","G1","b73","Control",5,2,"2022-06-10T21:57:31.155000Z",17.4461538461538,567,16.6461538461538,541,13.0220118343195,13754.5,471,14.4923076923077,87.2020651980355
"56","Ea001AA114183","G1","b73","Control",5,3,"2022-06-11T22:21:12.833000Z",21.1384615384615,687,20.6769230769231,672,19.0508875739645,20122.5,684,21.0461538461538,87.5888533179674
"57","Ea001AA114183","G1","b73","Control",5,4,"2022-06-12T22:13:29.516000Z",20.4615384615385,665,19.8153846153846,644,23.7898224852071,25128,865,26.6153846153846,87.162292448898
"58","Ea001AA114183","G1","b73","Control",5,5,"2022-06-13T23:54:11.181000Z",25.9692307692308,844,25.0769230769231,815,28.5685207100592,30175.5,1020,31.3846153846154,88.3915728565825
"59","Ea001AA114183","G1","b73","Control",5,6,"2022-06-14T22:29:25.317000Z",23.5384615384615,765,22.5846153846154,734,38.4094674556213,40570,1074,33.0461538461538,88.4692545299892
"60","Ea001AA114183","G1","b73","Control",5,7,"2022-06-15T22:52:59.856000Z",30.6769230769231,997,29.6923076923077,965,50.9008284023669,53764,1097,33.7538461538461,89.2166167723895
"61","Ea001AA114183","G1","b73","Control",5,8,"2022-06-16T22:54:38.139000Z",33.4769230769231,1088,32.4307692307692,1054,60.7924260355029,64212,1081,33.2615384615385,90.0379132720113
"62","Ea001AA114183","G1","b73","Control",5,9,"2022-06-17T22:45:19.561000Z",31.4153846153846,1021,30.3384615384615,986,72.8014201183432,76896.5,1197,36.8307692307692,90.7784876883142
"63","Ea001AA114183","G1","b73","Control",5,11,"2022-06-19T00:31:04.367000Z",35.2615384615385,1146,33.7846153846154,1098,97.0863905325444,102547.5,1500,46.1538461538462,90.722433071052
"64","Ea001AA114183","G1","b73","Control",5,12,"2022-06-20T00:03:56.508000Z",36.7692307692308,1195,35.0461538461538,1139,117.387928994083,123991,1726,53.1076923076923,91.4876854036722
"65","Ea001AA114183","G1","b73","Control",5,12,"2022-06-20T22:45:04.194000Z",37.2307692307692,1210,36.4307692307692,1184,135.24875739645,142856.5,1834,56.4307692307692,91.0902278966749
"66","Ea001AA114184","G1","b73","Control",6,0,"2022-06-08T14:07:57.479000Z",7.96923076923077,259,7.87692307692308,256,6.82082840236686,7204.5,237,7.29230769230769,84.8082245160973
"67","Ea001AA114184","G1","b73","Control",6,1,"2022-06-09T14:31:51.711000Z",13.4769230769231,438,13.2,429,10.4250887573964,11011.5,314,9.66153846153846,85.3764079879243
"68","Ea001AA114184","G1","b73","Control",6,2,"2022-06-10T14:23:53.995000Z",17.8461538461538,580,17.6923076923077,575,14.5349112426035,15352.5,386,11.8769230769231,85.6605561218928
"69","Ea001AA114184","G1","b73","Control",6,3,"2022-06-11T12:42:26.843000Z",16.8307692307692,547,16.8,546,17.2099408284024,18178,645,19.8461538461538,85.7153888289018
"70","Ea001AA114184","G1","b73","Control",6,4,"2022-06-12T12:34:36.224000Z",21.2307692307692,690,21.0769230769231,685,19.1469822485207,20224,785,24.1538461538462,86.9152071596628
"71","Ea001AA114184","G1","b73","Control",6,5,"2022-06-13T12:58:08.890000Z",24.7076923076923,803,24.6461538461538,801,26.3379881656805,27819.5,987,30.3692307692308,87.7256971844285
"72","Ea001AA114184","G1","b73","Control",6,6,"2022-06-14T12:50:15.750000Z",25.3230769230769,823,25.3230769230769,823,39.0532544378698,41250,980,30.1538461538462,88.3296383004881
"73","Ea001AA114184","G1","b73","Control",6,7,"2022-06-15T13:13:52.173000Z",31.1384615384615,1012,31.0461538461538,1009,50.364023668639,53197,992,30.5230769230769,88.7254767341091
"74","Ea001AA114184","G1","b73","Control",6,8,"2022-06-16T13:05:59.489000Z",37.4461538461538,1217,36.9538461538462,1201,60.4530177514793,63853.5,1171,36.0307692307692,89.6009938524045
"75","Ea001AA114184","G1","b73","Control",6,9,"2022-06-17T13:05:54.924000Z",35.6,1157,34.8,1131,67.5607100591716,71361,1275,39.2307692307692,89.9167450841276
"76","Ea001AA114184","G1","b73","Control",6,10,"2022-06-18T13:06:08.985000Z",32.5230769230769,1057,31.9384615384615,1038,82.9325443786982,87597.5,1233,37.9384615384615,90.1936664250496
"77","Ea001AA114184","G1","b73","Control",6,11,"2022-06-19T14:12:26.832000Z",33.6,1092,32.7692307692308,1065,95.8750295857988,101268,1365,42,90.6897910717389
"78","Ea001AA114184","G1","b73","Control",6,12,"2022-06-20T13:06:03.323000Z",39.0461538461538,1269,38.6153846153846,1255,111.929940828402,118226,1451,44.6461538461538,90.6197117736994
"79","Ea001AA115307","G1","b73","Control",7,0,"2022-06-08T23:32:43.275000Z",4.55384615384615,148,3.72307692307692,121,1.80970414201183,1911.5,89,2.73846153846154,83.0019931522729
"80","Ea001AA115307","G1","b73","Control",7,1,"2022-06-09T20:26:14.848000Z",6.12307692307692,199,5.63076923076923,183,2.93680473372781,3102,165,5.07692307692308,83.9681100265551
"81","Ea001AA115307","G1","b73","Control",7,2,"2022-06-10T20:05:39.859000Z",6.36923076923077,207,5.93846153846154,193,3.84331360946745,4059.5,231,7.10769230769231,83.2546145214562
"82","Ea001AA115307","G1","b73","Control",7,3,"2022-06-11T20:29:12.056000Z",10.4,338,10.1230769230769,329,5.6487573964497,5966.5,231,7.10769230769231,83.1838240275051
"83","Ea001AA115307","G1","b73","Control",7,4,"2022-06-12T20:21:25.640000Z",13.8769230769231,451,13.3846153846154,435,7.5891124260355,8016,289,8.89230769230769,84.2295965601364
"84","Ea001AA115307","G1","b73","Control",7,5,"2022-06-13T20:59:11.144000Z",13.3538461538462,434,13.1076923076923,426,9.34958579881657,9875.5,523,16.0923076923077,84.275824277538
"85","Ea001AA115307","G1","b73","Control",7,6,"2022-06-14T20:37:07.497000Z",15.6,507,15.4769230769231,503,10.9320710059172,11547,584,17.9692307692308,84.5279414615709
"86","Ea001AA115307","G1","b73","Control",7,7,"2022-06-15T21:00:43.388000Z",19.9384615384615,648,19.9384615384615,648,14.7029585798817,15530,545,16.7692307692308,85.9934455464137
"87","Ea001AA115307","G1","b73","Control",7,8,"2022-06-16T21:02:24.273000Z",22.0307692307692,716,21.6615384615385,704,18.7891124260355,19846,776,23.8769230769231,86.521367558545
"88","Ea001AA115307","G1","b73","Control",7,9,"2022-06-17T20:52:55.366000Z",20.2769230769231,659,19.8461538461538,645,20.7692307692308,21937.5,1050,32.3076923076923,85.9195683581152
"89","Ea001AA115307","G1","b73","Control",7,10,"2022-06-18T22:38:59.489000Z",22.9230769230769,745,21.9692307692308,714,25.396449704142,26825,1195,36.7692307692308,87.7862336013065
"90","Ea001AA115307","G1","b73","Control",7,11,"2022-06-19T22:12:08.001000Z",26.9538461538462,876,25.7230769230769,836,33.810650887574,35712.5,1262,38.8307692307692,89.1793338016266
"91","Ea001AA115307","G1","b73","Control",7,12,"2022-06-20T20:52:47.654000Z",31.3230769230769,1018,27.8461538461538,905,51.2317159763314,54113.5,1275,39.2307692307692,88.6769044982791
"92","Ea001AA115308","G1","b73","Control",8,0,"2022-06-08T23:32:10.687000Z",7.78461538461538,253,7.16923076923077,233,5.87029585798816,6200.5,204,6.27692307692308,89.0248383445831
"93","Ea001AA115308","G1","b73","Control",8,1,"2022-06-09T20:25:43.243000Z",10.4307692307692,339,10.3076923076923,335,10.1254437869822,10695,342,10.5230769230769,86.7255353740462
"94","Ea001AA115308","G1","b73","Control",8,2,"2022-06-10T20:05:08.776000Z",15.9076923076923,517,15.7846153846154,513,11.5218934911243,12170,447,13.7538461538462,86.2330650643068
"95","Ea001AA115308","G1","b73","Control",8,3,"2022-06-11T20:28:40.460000Z",19.9076923076923,647,19.7846153846154,643,18.3540828402367,19386.5,641,19.7230769230769,86.3597324043348
"96","Ea001AA115308","G1","b73","Control",8,4,"2022-06-12T20:20:53.037000Z",18.5538461538462,603,18.0615384615385,587,20.7304142011834,21896.5,873,26.8615384615385,86.730441094975
"97","Ea001AA115308","G1","b73","Control",8,5,"2022-06-13T20:58:39.475000Z",23.2615384615385,756,22.5538461538462,733,28.1855621301775,29771,919,28.2769230769231,87.9233387248075
"98","Ea001AA115308","G1","b73","Control",8,6,"2022-06-14T20:36:35.335000Z",22.5230769230769,732,21.8769230769231,711,33.6123076923077,35503,1001,30.8,88.3519575600276
"99","Ea001AA115308","G1","b73","Control",8,7,"2022-06-15T21:00:12.225000Z",29.7538461538462,967,28.6461538461538,931,41.6421301775148,43984.5,1289,39.6615384615385,88.2430611472588
"100","Ea001AA115308","G1","b73","Control",8,8,"2022-06-16T21:01:52.099000Z",35.0461538461538,1139,33.9384615384615,1103,59.149349112426,62476.5,1267,38.9846153846154,89.6669444216961
"101","Ea001AA115308","G1","b73","Control",8,9,"2022-06-17T20:52:23.193000Z",34.2153846153846,1112,33.1692307692308,1078,69.4674556213018,73375,1407,43.2923076923077,90.0115660102224
"102","Ea001AA115308","G1","b73","Control",8,10,"2022-06-18T22:38:26.892000Z",32.7692307692308,1065,32.1538461538462,1045,87.4854437869822,92406.5,1430,44,90.4801613098359
"103","Ea001AA115308","G1","b73","Control",8,11,"2022-06-19T22:11:35.413000Z",32.2153846153846,1047,31.8461538461538,1035,104.142958579882,110001,1336,41.1076923076923,90.3284208019228
"104","Ea001AA115308","G1","b73","Control",8,12,"2022-06-20T20:52:16.060000Z",40.8,1326,40.5230769230769,1317,114.593136094675,121039,1608,49.4769230769231,90.7189306011217
"105","Ea001AA115309","G1","b73","Control",9,0,"2022-06-08T23:36:54.028000Z",7.78461538461538,253,6.86153846153846,223,4.49230769230769,4745,183,5.63076923076923,86.4892356297055
"106","Ea001AA115309","G1","b73","Control",9,1,"2022-06-09T20:30:26.170000Z",10.2769230769231,334,9.63076923076923,313,7.04236686390532,7438.5,371,11.4153846153846,84.8207108805067
"107","Ea001AA115309","G1","b73","Control",9,2,"2022-06-10T20:09:50.662000Z",16.2153846153846,527,15.4153846153846,501,9.57775147928994,10116.5,415,12.7692307692308,84.9900831098558
"108","Ea001AA115309","G1","b73","Control",9,3,"2022-06-11T20:33:21.827000Z",20.1230769230769,654,19.2307692307692,625,14.4478106508876,15260.5,605,18.6153846153846,86.4113729705233
"109","Ea001AA115309","G1","b73","Control",9,4,"2022-06-12T20:25:35.966000Z",18.4923076923077,601,17.6307692307692,573,16.9013017751479,17852,944,29.0461538461538,85.3148681609392
"110","Ea001AA115309","G1","b73","Control",9,5,"2022-06-13T21:03:20.427000Z",24.8,806,23.8461538461538,775,24.7195266272189,26110,969,29.8153846153846,87.3618219674996
"111","Ea001AA115309","G1","b73","Control",9,6,"2022-06-14T20:41:18.238000Z",27.6,897,27.6,897,37.5455621301775,39657.5,1118,34.4,88.1093753601202
"112","Ea001AA115309","G1","b73","Control",9,7,"2022-06-15T21:04:55.639000Z",29.8769230769231,971,29.0461538461538,944,42.4818934911243,44871.5,1334,41.0461538461538,88.1240343332006
"113","Ea001AA115309","G1","b73","Control",9,8,"2022-06-16T21:06:34.558000Z",34.4307692307692,1119,33.3230769230769,1083,54.5614201183432,57630.5,1355,41.6923076923077,89.7559699500539
"114","Ea001AA115309","G1","b73","Control",9,9,"2022-06-17T20:57:06.122000Z",32.8,1066,31.6307692307692,1028,73.2549112426035,77375.5,1478,45.4769230769231,90.5894230564251
"115","Ea001AA115309","G1","b73","Control",9,10,"2022-06-18T22:43:08.775000Z",34.1538461538462,1110,32.9846153846154,1072,86.974674556213,91867,1824,56.1230769230769,90.330768620673
"116","Ea001AA115309","G1","b73","Control",9,11,"2022-06-19T22:16:17.213000Z",34.8307692307692,1132,34.7692307692308,1130,106.818461538462,112827,1928,59.3230769230769,91.9542414619288
"117","Ea001AA115309","G1","b73","Control",9,12,"2022-06-20T20:56:57.901000Z",39.2,1274,38.0307692307692,1236,127.362840236686,134527,1871,57.5692307692308,91.3089561500834
"118","Ea001AA115319","G1","b73","Heat",1,0,"2022-06-23T13:52:47.891000Z",9.75384615384615,317,9.75384615384615,317,7.99289940828402,8442.5,262,8.06153846153846,86.9539578512632
"119","Ea001AA115319","G1","b73","Heat",1,1,"2022-06-24T14:16:10.481000Z",12.7076923076923,413,12.7076923076923,413,9.31171597633136,9835.5,265,8.15384615384615,85.886489953393
"120","Ea001AA115319","G1","b73","Heat",1,2,"2022-06-25T14:08:29.700000Z",14.3384615384615,466,14.3384615384615,466,10.9287573964497,11543.5,392,12.0615384615385,85.9657083083098
"121","Ea001AA115319","G1","b73","Heat",1,3,"2022-06-26T14:31:52.994000Z",15.0153846153846,488,15.0153846153846,488,13.3628402366864,14114.5,400,12.3076923076923,85.8017852310123
"122","Ea001AA115319","G1","b73","Heat",1,4,"2022-06-27T14:24:12.677000Z",14.2461538461538,463,14.2461538461538,463,14.6205917159763,15443,463,14.2461538461538,84.7155272733698
"123","Ea001AA115319","G1","b73","Heat",1,5,"2022-06-28T12:42:27.657000Z",16.2461538461538,528,16.2461538461538,528,16.4752662721893,17402,484,14.8923076923077,84.1844906805447
"124","Ea001AA115319","G1","b73","Heat",1,6,"2022-06-29T12:34:36.057000Z",18.3076923076923,595,18.3076923076923,595,18.0861538461538,19103.5,555,17.0769230769231,84.1621673965447
"125","Ea001AA115319","G1","b73","Heat",1,7,"2022-06-30T12:58:09.483000Z",19.1076923076923,621,19.1076923076923,621,19.3339644970414,20421.5,613,18.8615384615385,83.9717326159361
"126","Ea001AA115319","G1","b73","Heat",1,8,"2022-07-01T12:50:19.648000Z",19.0153846153846,618,19.0153846153846,618,22.5874556213018,23858,730,22.4615384615385,84.0366214025802
"127","Ea001AA115319","G1","b73","Heat",1,9,"2022-07-02T13:13:41.176000Z",18.6769230769231,607,18.6769230769231,607,26.5921893491124,28088,885,27.2307692307692,83.5102749318072
"128","Ea001AA115319","G1","b73","Heat",1,10,"2022-07-03T13:05:57.700000Z",21.0153846153846,683,21.0153846153846,683,26.8213017751479,28330,929,28.5846153846154,83.8057535090111
"129","Ea001AA115319","G1","b73","Heat",1,11,"2022-07-04T13:29:29.519000Z",22.9846153846154,747,22.9846153846154,747,30.6362130177515,32359.5,939,28.8923076923077,84.2018356430691
"130","Ea001AA115319","G1","b73","Heat",1,12,"2022-07-05T13:29:29.182000Z",21.3538461538462,694,21.3538461538462,694,38.2934911242603,40447.5,1041,32.0307692307692,83.6257226108525
"131","Ea001AA115320","G1","b73","Heat",2,0,"2022-06-23T16:51:29.716000Z",8.61538461538461,280,8.03076923076923,261,6.98461538461538,7377.5,298,9.16923076923077,86.5324020692139
"132","Ea001AA115320","G1","b73","Heat",2,1,"2022-06-24T15:10:08.553000Z",11.8461538461538,385,11.8461538461538,385,9.67100591715976,10215,279,8.58461538461538,86.9448843330694
"133","Ea001AA115320","G1","b73","Heat",2,2,"2022-06-25T15:02:11.126000Z",14.7384615384615,479,14.7384615384615,479,12.5069822485207,13210.5,302,9.29230769230769,86.1528500424311
"134","Ea001AA115320","G1","b73","Heat",2,3,"2022-06-26T15:25:47.928000Z",16.1230769230769,524,16.1230769230769,524,15.4991715976331,16371,448,13.7846153846154,86.6033410221021
"135","Ea001AA115320","G1","b73","Heat",2,4,"2022-06-27T15:17:59.220000Z",14.3384615384615,466,14.3384615384615,466,16.8790532544379,17828.5,636,19.5692307692308,86.0605134510263
"136","Ea001AA115320","G1","b73","Heat",2,5,"2022-06-28T15:41:34.256000Z",16.4923076923077,536,16.4923076923077,536,19.0489940828402,20120.5,707,21.7538461538462,85.7376963783134
"137","Ea001AA115320","G1","b73","Heat",2,6,"2022-06-29T15:33:41.652000Z",17.3230769230769,563,17.3230769230769,563,20.3730177514793,21519,761,23.4153846153846,85.3343594758094
"138","Ea001AA115320","G1","b73","Heat",2,7,"2022-06-30T16:56:58.106000Z",16.8615384615385,548,16.8615384615385,548,24.4648520710059,25841,904,27.8153846153846,85.0286960478173
"139","Ea001AA115320","G1","b73","Heat",2,8,"2022-07-01T15:49:07.960000Z",18.5538461538462,603,18.5538461538462,603,29.0073372781065,30639,974,29.9692307692308,85.0274899594974
"140","Ea001AA115320","G1","b73","Heat",2,9,"2022-07-02T16:12:31.630000Z",20.7692307692308,675,20.7692307692308,675,28.8359763313609,30458,1135,34.9230769230769,82.9435097931336
"141","Ea001AA115320","G1","b73","Heat",2,10,"2022-07-03T16:04:49.538000Z",22.8615384615385,743,22.8615384615385,743,32.9689940828402,34823.5,1119,34.4307692307692,82.7983196147733
"142","Ea001AA115320","G1","b73","Heat",2,11,"2022-07-04T16:28:25.111000Z",22.5846153846154,734,22.5846153846154,734,37.6591715976331,39777.5,1158,35.6307692307692,82.5450710670153
"143","Ea001AA115320","G1","b73","Heat",2,12,"2022-07-05T16:28:40.964000Z",23.1076923076923,751,23.1076923076923,751,41.0641420118343,43374,1349,41.5076923076923,82.5788891972666
"144","Ea001AA115321","G1","b73","Heat",3,0,"2022-06-23T19:06:28.591000Z",9.66153846153846,314,9.2,299,9.33207100591716,9857,293,9.01538461538462,87.2586961482644
"145","Ea001AA115321","G1","b73","Heat",3,1,"2022-06-24T19:30:16.460000Z",13.3230769230769,433,13.2,429,11.0234319526627,11643.5,335,10.3076923076923,86.2284884274269
"146","Ea001AA115321","G1","b73","Heat",3,2,"2022-06-25T19:22:18.177000Z",14.3076923076923,465,14.3076923076923,465,8.92686390532544,9429,333,10.2461538461538,84.0555308582468
"147","Ea001AA115321","G1","b73","Heat",3,3,"2022-06-26T17:40:31.765000Z",16.8,546,16.8,546,10.887573964497,11500,397,12.2153846153846,81.859189389604
